Portfolio 2,10/1/2011,10/31/2011,11/30/2011,12/30/2011,1/29/2012,2/28/2012,3/29/2012,4/28/2012,5/23/2012,6/22/2012,7/22/2012,8/21/2012,9/20/2012,10/20/2012,11/19/2012,12/19/2012,1/18/2013,2/15/2013,3/17/2013,4/16/2013,5/16/2013,6/15/2013,7/15/2013,8/14/2013,9/13/2013,10/13/2013,11/12/2013,12/12/2013,1/11/2014,2/10/2014,3/12/2014,4/11/2014,5/11/2014,6/10/2014,7/10/2014,8/9/2014,9/8/2014,10/8/2014,11/7/2014,12/7/2014,1/6/2015,2/5/2015,3/7/2015,4/6/2015,5/6/2015,6/5/2015,7/5/2015,8/4/2015,9/3/2015,10/3/2015,11/2/2015,12/2/2015,12/30/2015,1/29/2016,2/28/2016,3/29/2016,4/28/2016,5/25/2016,6/24/2016,7/24/2016,8/23/2016,9/22/2016,10/22/2016,11/21/2016,12/21/2016,1/20/2017,2/17/2017,3/19/2017,4/18/2017,5/18/2017,6/17/2017,7/17/2017,8/16/2017,9/15/2017,10/15/2017,11/14/2017,12/14/2017,1/13/2018,2/12/2018,3/14/2018,4/13/2018,5/13/2018,6/12/2018,7/12/2018,8/11/2018,9/10/2018,10/10/2018,11/9/2018,12/9/2018,1/8/2019,2/7/2019,3/9/2019,4/8/2019,5/8/2019,6/7/2019,7/7/2019,8/6/2019,9/5/2019,10/5/2019,11/4/2019,12/4/2019,1/3/2020,2/2/2020,3/3/2020,4/2/2020,5/2/2020,6/1/2020,7/1/2020,7/31/2020,8/30/2020,9/29/2020,10/29/2020,11/28/2020,12/28/2020,1/27/2021,2/26/2021,3/28/2021,4/27/2021,5/27/2021,6/26/2021,7/26/2021,8/25/2021,9/24/2021
A,-0.1798673,0.2611798,0.0116937,-0.0686055,0.2353883,0.0110175,0.0189103,-0.0512740,-0.0189766,-0.0359240,-0.0598352,0.0118140,0.0564972,-0.0823529,0.0419580,0.0824012,0.0874957,-0.0185185,0.0072824,0.0197174,0.0367386,-0.0133665,0.0387524,0.0087959,0.0417919,0.0600289,-0.0032671,0.0794865,0.0662955,0.0014238,-0.0331754,-0.0750000,0.0688924,0.0438770,-0.0406079,-0.0230198,0.0443375,-0.0206211,0.0138717,0.0141705,-0.0561311,0.0089331,0.0559069,0.0045520,-0.0081088,-0.0307766,-0.0235674,0.0320122,-0.1198917,-0.0114685,0.0919638,0.0474216,0.0083692,-0.1071852,-0.0079681,0.0752343,0.0253984,0.0910401,-0.0286218,0.0457842,0.0364109,-0.0240485,-0.0175702,-0.0191930,0.0237936,0.0343180,0.0700518,0.0294402,-0.0022578,0.0531774,0.0841540,0.0165153,0.0095857,0.0614741,0.0144027,0.0082200,-0.0140824,0.0709668,-0.0393093,0.0217741,-0.0387586,0.0297575,-0.0417570,-0.0432750,0.0392435,0.0301790,-0.0185485,0.0089996,0.0493534,-0.0390990,0.1105705,0.0527014,0.0301387,-0.0621863,-0.0925467,0.0621404,-0.0836945,0.0866095,0.0214908,0.0218375,0.0545999,0.0449771,-0.0286153,-0.0222763,-0.0999751,0.0314013,0.2058745,-0.0200200,0.0932925,0.0424582,-0.0019916,0.0179605,0.1458538,0.0079555,0.0082322,0.0275253,0.0274433,0.0881837,0.0077667,0.0755417,0.0156831,0.1534110,-0.0051933
DUK,0.0478469,0.0360223,0.0210578,0.0551559,-0.0395455,-0.0056791,-0.0047596,0.0248685,0.0344004,0.0568129,-0.0457459,0.0085496,-0.0322434,0.0245581,-0.0688550,0.0616495,0.0318147,0.0354480,0.0229210,0.0567366,-0.0327579,-0.0493255,0.0496674,-0.0280242,-0.0502753,0.0462243,0.0457859,-0.0492192,-0.0061593,0.0438247,-0.0053718,0.0210347,-0.0011136,-0.0174192,0.0266629,-0.0111894,0.0462420,0.0288423,0.0652823,-0.0054825,0.0314835,0.0299287,-0.1379151,0.0465490,-0.0233896,-0.0465908,0.0000000,0.0146877,-0.0627706,0.0548499,-0.0123153,-0.0838182,0.0653778,0.0430808,-0.0135458,0.0829295,-0.0261064,0.0024752,0.0712151,0.0516802,-0.0604453,0.0130141,-0.0498121,-0.0506378,0.0345291,0.0042857,0.0110968,0.0359877,0.0206948,0.0047067,0.0437237,-0.0329152,0.0271332,0.0114703,-0.0019473,0.0454493,-0.0387529,-0.1043856,-0.0205305,0.0024736,-0.0042857,0.0151298,-0.0687396,0.1106512,0.0054658,0.0169261,-0.0052242,0.0451881,0.0576069,-0.0489449,0.0394981,0.0098346,-0.0027667,-0.0256353,-0.0086560,0.0301011,-0.0082534,0.0504948,0.0375763,-0.0338423,-0.0500854,0.0163013,0.0804204,-0.0210914,-0.1696475,0.0408112,0.0582113,-0.0630146,0.0342976,-0.0519235,0.0257655,0.1192816,0.0045533,-0.0260091,0.0161773,-0.0667321,0.1400865,0.0105554,0.0141973,0.0000000,0.0456954,0.0076496,-0.0656671
YUM,-0.1002066,0.1056257,0.0462098,0.0528536,0.0791893,0.0358157,0.0655703,0.0348239,-0.0446748,-0.0619574,-0.0452251,0.0392157,0.0394318,0.0293698,0.0445809,-0.0840288,-0.0298198,-0.0297343,0.0799826,-0.0356208,0.0448664,0.0281606,0.0023310,0.0180233,-0.0072340,-0.0770853,0.0681488,0.0013616,0.0254468,-0.0089032,0.0598242,-0.0355275,0.0235602,0.0429302,0.0387108,-0.1507589,0.0329627,-0.0221069,0.0298801,0.0494369,-0.0843943,0.0740961,0.0564084,0.0036765,0.1189604,0.0176150,-0.0012255,-0.0274540,-0.0903643,0.0353675,-0.1351306,0.0433688,0.0178366,-0.0194083,0.0013451,0.1116868,-0.0015536,0.0152137,-0.0053881,0.0997122,-0.0004618,0.0018481,-0.0295158,-0.0178996,0.0353226,0.0060757,0.0627719,-0.0633041,-0.0017169,0.0803627,0.0698987,-0.0048695,0.0387386,-0.0153101,0.0127575,0.0422517,0.0328591,0.0108484,-0.0586036,0.0537979,0.0382886,-0.0213065,-0.0044258,-0.0493812,0.0412032,0.0738043,0.0083654,0.0170404,-0.0050705,0.0101928,0.0376179,0.0336117,0.0184068,0.0090371,0.0853816,0.0089851,0.0545207,0.0181818,-0.0378301,-0.1340487,0.0076181,0.0267137,0.0447717,-0.1419040,-0.2766400,0.2579864,0.0894211,-0.0449624,0.0532099,0.0527183,-0.0536255,0.0466321,0.1143880,0.0376181,-0.0706868,0.0148010,0.0548633,0.0659280,0.0316124,-0.0331418,0.0632159,0.0890239,-0.0663493
ROK,-0.1256612,0.2401467,0.1090909,-0.0221245,0.0635137,0.0362681,-0.0127381,-0.0311913,-0.0060431,-0.1332276,0.0044221,0.0976165,0.0001383,-0.0280736,0.1082812,0.0731801,0.0496471,0.0615205,-0.0364698,-0.0307604,0.0549788,-0.0285171,0.0515713,0.0815545,0.0631579,0.0355103,0.0384297,-0.0214254,0.0410748,-0.0263318,0.0871117,-0.0082102,0.0051325,0.0429913,-0.0292956,-0.0748393,0.0249714,-0.0730033,0.0391449,-0.0056105,-0.0499731,0.0656109,-0.0062810,0.0182498,0.0565658,0.0357468,0.0019973,-0.0833998,-0.0606298,-0.0366701,0.0627704,-0.0478473,-0.0231116,-0.0808809,0.0891493,0.0831972,0.0132151,0.0085388,-0.0292009,0.0517042,0.0055847,-0.0021878,0.0091921,0.1006100,0.0293068,0.0368076,0.0854530,0.0265271,-0.0411670,0.0313649,0.0638050,0.0136535,-0.0136500,0.0591355,0.0729868,0.0277346,-0.0111181,0.0821853,-0.0913082,-0.0155126,-0.0574124,0.0345905,0.0075478,-0.0631485,0.0182432,0.0743412,-0.0468894,-0.0384025,-0.0538193,-0.0424575,0.1083073,0.0494793,0.0427178,-0.0827419,-0.0790106,0.0019729,-0.0273755,0.0363743,-0.0110901,0.1587231,0.0723673,0.0391262,-0.0398737,-0.0545847,-0.1860933,0.2552268,0.1423478,-0.0194252,0.0362945,0.0567984,-0.0403418,0.0660399,0.0836160,-0.0281734,-0.0294331,0.0092512,0.1111476,-0.0062888,-0.0205867,0.0765898,0.0514405,0.0723952,-0.0526036
HPE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0319905,0.0277136,-0.0988764,-0.0361596,0.3298836,-0.0350195,0.0089820,0.0464886,0.1124764,0.0849618,0.0602976,-0.0672083,0.0665083,0.0334076,-0.0423851,0.0668168,-0.0591133,0.0523560,0.0362473,-0.1097394,0.0300462,0.0216904,-0.0102489,0.0991124,-0.1069987,0.0730972,0.1102528,-0.0037951,0.1968254,-0.0769231,0.0109195,-0.1023309,-0.0253325,0.0175439,0.0478927,-0.0792200,0.0403706,-0.0731552,-0.0528483,0.1485507,0.0025237,0.0188798,-0.0518839,-0.0820847,0.0667140,-0.1304059,0.1017598,-0.0034722,0.1602787,-0.0546547,0.0019060,-0.1033608,-0.1096181,-0.2549643,0.0000000,0.0405117,-0.0348361,0.0477707,-0.0202634,-0.0299897,-0.0906183,0.2942556,0.0679348,0.1085666,0.1140015,0.0755495,0.0344828,0.0086420,-0.1107711,-0.0068823,0.0471240,-0.1125083
CBRE,-0.1220657,0.3582888,-0.0545557,-0.0945866,0.1997372,-0.0060241,0.0903581,-0.0495200,-0.0976413,-0.0352584,-0.0056711,0.1495564,0.0694598,0.0010309,-0.0839341,0.1219786,0.0295591,0.1809339,0.0370675,-0.0345512,0.0168655,-0.0772654,0.0539237,-0.0495008,0.0240700,-0.0311966,-0.0282311,0.1221062,0.0598706,0.0045802,0.0429331,-0.0429872,0.0925010,0.0599303,0.0726496,-0.0542446,0.0090732,-0.0526654,0.0806780,0.0379548,0.0172257,0.0332739,0.0025877,0.1161457,-0.0526721,0.0149173,0.0002672,0.0053433,-0.1288865,-0.0103722,0.1578298,-0.0181044,-0.0755271,-0.1925520,-0.0915266,0.1247540,0.0804759,-0.0003332,-0.0896667,0.0626144,0.0155065,-0.0054293,-0.0344592,0.0116608,0.1163116,-0.0535044,0.1694526,-0.0036435,-0.0610408,-0.0074895,0.0793842,0.0324385,-0.0311484,0.0237629,0.0791917,0.0673077,0.0094832,0.0486144,-0.0335946,0.0950174,-0.0135450,0.0075091,0.0379046,-0.0024620,-0.0522419,0.0058594,-0.1367853,0.0744814,-0.0428007,0.0041312,0.1171346,0.0955373,0.0067234,-0.0282852,-0.0042450,0.0513601,-0.0036687,0.0300388,-0.0513641,0.0876636,0.0399344,0.0690864,0.0172216,-0.0691712,-0.3648017,0.0741751,0.1205890,0.0160852,-0.0231884,0.0734992,-0.0055284,0.0968570,0.1918129,0.0299313,-0.0049230,0.2092244,0.0201927,0.0799483,0.0492333,-0.0099326,0.0285978,0.0593049,0.0214838
CVX,-0.0876979,0.1687806,-0.0212280,0.0348181,-0.0281015,0.0599555,-0.0251802,-0.0027141,-0.0335806,0.0145455,0.0747710,0.0373321,0.0524201,-0.0433602,-0.0744190,0.0532822,0.0484942,0.0086865,0.0362735,-0.0177957,0.0491411,-0.0125448,0.0285431,-0.0210940,0.0171241,-0.0447881,0.0119750,0.0082500,-0.0143814,-0.0633962,0.0354553,0.0119326,0.0701530,0.0007985,0.0391734,-0.0195010,-0.0117454,-0.0654465,0.0072064,-0.1010101,0.0115169,0.0118486,-0.0490349,0.0285714,0.0096334,-0.0589162,-0.0671326,-0.1008758,-0.0815632,0.0737286,0.1300726,-0.0495998,-0.0134691,-0.0401820,-0.0350411,0.1423778,0.0742761,0.0025613,0.0012774,0.0114818,-0.0134860,-0.0167191,0.0068014,0.0945758,0.0701579,-0.0195912,-0.0483871,-0.0242001,-0.0183912,-0.0048259,0.0217743,-0.0302438,0.0252375,0.0729128,0.0479805,-0.0267211,0.0223230,0.1044089,-0.1365806,0.0100895,0.0416051,0.0873082,-0.0253854,-0.0221907,-0.0146467,-0.0650114,0.0709294,-0.0252039,-0.0382395,-0.0275796,0.0577973,0.0455891,0.0247533,-0.0724661,0.0338723,0.0174514,-0.0341424,-0.0145753,-0.0372322,0.0733710,-0.0380851,0.0348042,-0.1217255,-0.1118743,-0.1935586,0.2012612,0.0147638,-0.0557172,-0.0419995,-0.0001191,-0.1433337,-0.0431154,0.2671512,-0.0261528,0.0388693,0.1337868,0.0692000,-0.0394688,0.0030185,0.0095136,-0.0292336,-0.0241704,0.0212161
ALL,-0.1235044,0.1598415,0.0170843,0.0231430,0.0594673,0.0850551,0.0441130,0.0130699,0.0117067,0.0377588,0.0020540,0.1200586,0.0423529,0.0599448,-0.0610506,0.0284778,0.0588091,0.0717625,0.0438386,0.0342666,0.0133333,-0.0546252,0.0797132,-0.0191406,-0.0031860,0.0551338,0.0106020,-0.0110528,0.0126918,-0.0256266,0.0652716,-0.0036043,0.0553445,0.0142245,-0.0187563,0.0256587,0.0307253,0.0040723,0.0747891,0.0436226,-0.0066532,0.0527082,-0.0374827,0.0363558,-0.0666944,-0.0123310,-0.0251203,-0.0381114,-0.0699390,0.0331149,0.0317195,0.0176375,0.0007967,-0.0351855,0.0471947,0.0583044,-0.0329065,0.0254534,-0.0151605,0.0446725,-0.0124242,0.0084845,-0.0176965,0.0658594,0.0313106,0.0013434,0.0794418,0.0239930,-0.0250091,0.0549122,0.0553588,-0.0102897,0.0665612,-0.0370841,0.0173856,0.0808998,0.0271163,-0.0050658,-0.1116224,0.0626033,-0.0005186,-0.0093400,-0.0205322,-0.0064171,0.0566200,-0.0031581,-0.0100153,-0.0325178,-0.1113956,-0.0090058,0.1187447,0.0192787,0.0080757,0.0047433,0.0566513,0.0363384,-0.0048860,0.0049100,0.0295076,-0.0090266,0.0342755,0.0244235,0.0551272,-0.0827383,-0.2143773,0.1696002,-0.0126570,-0.0357323,-0.0119334,-0.0147261,0.0047312,-0.0519050,0.1553223,0.0500244,0.0282870,-0.0353814,0.0956848,0.0773973,0.0831214,-0.0480558,0.0057803,0.0564751,-0.0534562
HSY,0.0036138,-0.0186900,0.0078630,0.0710818,-0.0012949,-0.0343598,0.0268546,0.0952926,0.0791459,0.0339185,0.0189928,0.0232985,-0.0073134,-0.0193217,0.0290574,0.0146006,0.0627206,0.0573556,0.0406524,0.0588934,0.0085221,-0.0024461,0.0267499,0.0430960,-0.0469352,0.0211837,0.0359281,-0.0198183,0.0304339,0.0421053,0.0389330,-0.0719275,-0.0211554,0.0082086,-0.0077296,-0.0604487,0.0163608,0.0234936,0.0247609,0.0330810,0.0371411,0.0240999,-0.0548152,0.0148985,-0.0719212,-0.0353503,-0.0214592,0.0436347,-0.0275862,0.0581782,-0.0788564,-0.0312642,0.0497046,-0.0274834,0.0315515,0.0106722,-0.0021772,-0.0001094,0.0723511,0.1327958,0.0187421,-0.1494782,-0.0090474,0.0262357,0.0550159,0.0232626,0.0151443,0.0149184,0.0056959,0.0117841,0.0139039,-0.0535174,-0.0023521,0.0420596,0.0039819,-0.0097350,0.0318587,-0.0447248,-0.0785853,0.0190419,-0.0562549,-0.0356398,0.0090772,0.0029985,0.0469784,0.0647563,-0.0064170,0.0466551,-0.0133542,-0.0061607,0.0046022,0.0414174,0.0438100,0.0738798,0.1053180,0.0042026,0.0849989,0.0660371,-0.0162196,-0.1088776,0.0685263,-0.0326319,0.0646427,-0.0075008,-0.1157079,-0.0330067,0.0394667,-0.0462508,0.1175069,0.0222131,-0.0501211,-0.0237977,0.0729885,0.0264386,-0.0369565,-0.0036938,0.1062822,-0.0150189,0.0928738,0.0062842,0.0198235,-0.0134831,-0.0088838
HIG,-0.1846995,0.2902145,-0.0774026,-0.0850225,0.0744615,0.1815578,0.0193892,-0.0228245,-0.1509434,-0.0046784,-0.0552291,0.1536070,0.0377358,0.1464935,-0.0548256,0.0795781,0.0830373,0.0029010,0.0710744,0.0559414,0.1249543,-0.0347515,0.0767160,-0.0231250,0.0115163,0.0493359,0.0331525,0.0239207,-0.0094017,-0.0155306,0.0382705,-0.0630276,0.0687688,0.0219163,-0.0046742,-0.0475138,0.0684455,0.0021716,0.0888407,0.0509950,-0.0475740,-0.0057157,0.0342414,0.0229580,-0.0344909,0.0163934,0.0611459,0.0837114,-0.0412393,0.0189956,0.0019284,-0.0171086,-0.0394391,-0.0834854,0.0482827,0.0961538,-0.0521984,0.0145089,-0.0671067,0.0466981,-0.0959892,0.0750249,-0.0048690,0.1022833,0.0190235,0.0020743,-0.0210526,-0.0020678,-0.0118110,0.0209688,0.0772232,0.0215443,0.0546846,-0.0495488,0.0441259,0.0024964,-0.0179651,0.0005434,-0.0314989,0.0069159,-0.0408391,0.0152893,0.0102936,-0.0088679,-0.0211308,-0.0396733,-0.0141758,-0.0429334,-0.1077484,0.0437816,0.1108550,0.0000000,0.0350622,0.0525155,0.0468482,0.0389303,0.0089301,0.0411316,-0.0175029,-0.0239226,0.0568399,-0.0026316,-0.0082454,-0.1423346,-0.3549826,0.0637211,0.0983329,-0.0301003,0.1225464,-0.0441871,-0.0969098,0.0591295,0.1424141,0.0904977,-0.0039419,0.0558217,0.3012428,0.0536689,-0.0538129,-0.0535280,-0.0049807,0.0957533,0.0226938
GIS,0.0066295,0.0150158,0.0368544,0.0115144,-0.0136105,-0.0444054,0.0270412,-0.0058793,-0.0007770,-0.0036288,-0.0059834,0.0109919,0.0468548,-0.0153314,0.0160723,0.0200198,0.0024231,0.0918217,0.0390222,0.0761925,0.0122343,-0.0132752,0.0285141,0.0162046,-0.0537944,-0.0184772,0.0438560,-0.0176377,-0.0153319,-0.0102438,0.0629269,-0.0038948,0.0608016,0.0165868,-0.0387962,-0.0109393,0.0204043,-0.0627920,0.0241276,0.0305685,-0.0171925,0.0265283,-0.0168539,0.0807619,-0.0253789,-0.0159132,0.0398750,0.0424103,-0.0233938,-0.0067697,0.0132821,-0.0032770,0.0138504,-0.0350068,0.0414086,0.0694987,-0.0266921,0.0207890,0.0606158,0.0839129,-0.0082299,-0.0849508,-0.0640947,0.0121531,0.0123317,0.0004808,-0.0459085,0.0173898,-0.0348490,-0.0386864,0.0216419,-0.0519958,0.0624192,-0.0300713,-0.0715054,0.0445860,0.0371397,0.0409763,-0.0600719,-0.0566278,-0.1353021,-0.0506696,0.0467905,0.0013477,0.0199641,0.0431053,-0.0735821,0.0311789,-0.1494151,0.0661650,0.0674130,0.0695394,0.0937966,-0.0085753,0.0184785,0.0432349,-0.0284921,0.0314226,0.0062777,-0.0572477,0.0373686,-0.0255159,0.0202156,-0.0252878,0.0625363,0.0883746,0.0637870,-0.0489455,0.0469965,0.0107476,-0.0639562,-0.0106916,0.0270179,-0.0241697,0.0176917,-0.0892384,0.1359753,-0.0312050,0.0287413,-0.0277778,-0.0203138,-0.0195550,0.0409216
SLB,-0.2454902,0.2728690,0.0253165,-0.0931900,0.1165276,0.0329094,-0.1223661,0.0723170,-0.0672847,-0.0728916,0.1297921,0.0690151,0.0118359,-0.0275156,-0.0337616,-0.0004244,0.0826493,0.0930074,-0.0461077,-0.0399528,0.0270160,-0.0288295,0.0536252,0.0667359,0.0555015,0.0513146,0.0089942,-0.0546799,0.0057498,0.0180654,0.0239218,0.0650433,0.0328527,0.0622196,0.0832629,-0.0536395,-0.0432195,-0.0579003,0.0029460,-0.1470678,-0.0295689,0.0513950,-0.0414339,0.0431034,0.0740310,-0.0227593,-0.0740823,-0.0146125,-0.0730521,-0.0546814,0.1018172,-0.0455747,-0.0973428,0.0377657,-0.0076104,0.0178472,0.0928767,-0.0109179,-0.0160442,0.0528307,0.0128856,-0.0579817,0.0428516,0.0174324,0.0544609,0.0038301,-0.0780750,-0.0214507,-0.0125443,-0.0834082,-0.0466191,-0.0186490,-0.0466856,0.0554073,-0.0065437,-0.0601796,-0.0065307,0.2372936,-0.1338603,-0.0061341,0.0228812,0.0537160,-0.0418994,-0.0164723,-0.0370535,-0.0768047,0.0140047,-0.1713252,-0.1672619,-0.0309745,0.0686009,-0.0317533,0.0971958,-0.1277886,-0.1159672,0.1205056,-0.1110554,-0.0394811,-0.0663535,0.1396226,-0.0013797,0.1207516,-0.1750493,-0.1987448,-0.4822827,0.1693084,0.1355514,-0.0385241,0.0237020,0.0479603,-0.1793793,-0.0737179,0.4387543,0.0375180,0.0111266,0.2796882,-0.0075242,-0.0548736,0.1970970,0.0216975,-0.0799500,-0.0342838,0.0196837
UNH,-0.0902925,0.1181267,0.0162534,0.0391634,0.0076953,0.0934012,0.0406519,-0.0337291,-0.0586248,0.0601220,-0.0771965,-0.0199963,0.0284538,0.0291227,-0.0642023,0.0298620,0.0012846,0.0682072,-0.0404745,0.1420000,-0.0106671,0.0358867,0.0504894,0.0720201,0.0274521,0.0032223,-0.0638383,0.0151537,0.0412618,-0.0568028,0.1127043,0.0173969,-0.0153262,0.0266272,0.0284426,-0.0269250,0.1006636,-0.0146741,0.0806973,0.0674073,-0.0100080,0.1000809,0.0558721,0.0243690,-0.0357689,0.0267865,0.0483137,-0.0108055,-0.0566865,0.0496535,-0.0080234,-0.0088466,0.0550972,-0.0316179,0.0342133,0.0900924,0.0172533,-0.0026910,0.0290061,0.0323403,0.0019756,-0.0068305,0.0258792,0.0395328,0.0726016,-0.0165499,-0.0007607,0.0658546,0.0035119,0.0169642,0.0674832,0.0181947,0.0398175,0.0227589,-0.0251287,0.0958075,0.0450616,0.0526554,-0.0309575,-0.0013736,-0.0048806,0.0830212,0.0439687,0.0097405,0.0189807,-0.0045226,0.0128980,0.0512012,-0.0362321,-0.0871947,0.1056764,-0.0960967,0.0230311,-0.0385930,0.0318628,0.0043360,0.0017753,-0.0752779,-0.0363692,0.1356445,0.1117214,0.0365889,-0.0536023,-0.0460550,-0.0801836,0.1958909,0.0639563,-0.0268035,0.0169617,0.0322677,-0.0268757,-0.0015453,0.1075474,0.0285723,-0.0374621,-0.0023124,0.1409909,0.0407323,0.0461343,-0.0272353,0.0300902,0.0149925,-0.0301615
UPS,-0.0667467,0.1288975,0.0214977,0.0200697,0.0404427,0.0093237,0.0389019,-0.0214152,-0.0540301,0.0394596,0.0030884,-0.0262989,-0.0433465,-0.0144608,-0.0016769,0.0583707,0.0613675,0.0479538,0.0233589,-0.0258691,0.0556357,-0.0149118,-0.0122487,0.0230463,0.0138365,0.0191744,0.1046923,0.0113204,-0.0071322,-0.0548738,0.0400084,-0.0228380,0.0544302,0.0137917,-0.0079681,-0.0589676,0.0244613,-0.0028450,0.1038313,0.0173544,-0.0249524,-0.0558347,-0.0089691,-0.0368971,0.0245766,0.0130014,-0.0383046,0.0618663,-0.0571902,0.0491888,0.0299419,-0.0121450,-0.0574701,-0.0400659,0.0359442,0.0989125,-0.0112158,-0.0263634,0.0206256,0.0544967,-0.0059946,0.0021016,-0.0111243,0.0576302,0.0122058,-0.0098191,-0.0701113,0.0020580,-0.0281927,-0.0087416,0.0744258,0.0104627,0.0243685,0.0273614,0.0037320,-0.0360825,0.0242833,0.1372818,-0.1999548,0.0230458,-0.0138838,0.0847552,0.0171910,-0.0828967,0.0887312,0.0523020,-0.0618465,-0.0612087,-0.0466624,-0.0668582,0.1079860,0.0082453,0.0472296,-0.1063438,-0.0355425,0.0375649,0.1283359,0.0539130,-0.0464521,0.0644631,-0.0532434,0.0021465,-0.1258568,-0.1051651,0.0190581,-0.0279450,0.0977444,0.1524980,0.2476840,0.1461194,0.0298252,-0.0423739,0.0601760,0.0016952,-0.0800070,0.0011418,0.0653234,0.1545736,0.0961727,-0.0355733,0.0225601,-0.0809587,-0.0251465
ON,-0.0661041,0.1400602,-0.0052840,0.0252324,0.1398964,0.0397727,-0.0316940,-0.0677201,-0.1580928,0.0372578,-0.0531609,0.0060698,0.0150830,-0.1010401,-0.0198347,0.1804384,0.1071429,0.0903226,-0.0307692,0.0207570,-0.0358852,0.0285360,-0.0072376,-0.0984204,0.0000000,-0.0242588,-0.0096685,0.0390516,0.1597315,0.0277778,0.0596847,0.0180659,-0.0835073,0.0318907,0.0055188,-0.0581778,0.1550117,-0.1241171,-0.0495392,0.2133333,-0.0049950,0.0311245,0.2560857,-0.1054264,0.0485269,0.0685950,-0.1291570,-0.0932504,-0.0342801,-0.0030426,0.1373347,0.0134168,-0.0921533,-0.1396985,-0.0198598,0.1775924,-0.0131579,-0.0083420,-0.0441640,0.0561056,0.1052083,0.1347785,0.0041528,-0.0512821,0.1063644,0.0559496,0.1764706,-0.0224359,-0.0524590,0.0505190,0.0309618,-0.0408946,0.0992672,0.0533333,0.1271577,0.0934150,-0.0877684,0.2026612,-0.0919149,0.2061856,-0.0283605,-0.0527789,0.0599409,-0.0637196,-0.1063377,-0.0804379,-0.1656315,0.1091811,-0.0162192,-0.0596930,0.3452237,0.0161798,0.0137107,-0.0510471,-0.1236782,0.0236097,-0.0948232,0.0379388,-0.0163666,0.2041043,-0.0147398,0.1542777,-0.1936006,-0.0894023,-0.3783784,0.3194321,0.1284465,0.1352801,0.0813648,0.0373786,0.0191858,0.1565657,0.1413259,0.1113043,0.0663537,0.1819783,-0.0290539,0.1074169,-0.0699769,-0.0399801,-0.0509571,0.1858817,0.1328430
